session,side,sweep,t_sweep,t_placed,level,tp,sl,status,t_fill,fill_px,t_exit,exit_px,exit_reason,ambiguous,risk_pips,lots,pnl,balance_after
2023-09-21 01:00:00,buy,S,2023-09-21 01:00:00,2023-09-21 02:15:00,1.06977,1.07273,1.0627,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-21 09:00:00,sell,L,2023-09-21 09:00:00,2023-09-21 10:15:00,1.06307,1.06165,1.06647,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-21 13:00:00,sell,L,2023-09-21 14:15:00,2023-09-21 15:45:00,1.06388,1.06243,1.06735,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-21 21:00:00,buy,S,2023-09-21 21:00:00,2023-09-21 22:15:00,1.06625,1.0669,1.0647,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-22 05:00:00,sell,L,2023-09-22 06:30:00,2023-09-22 08:15:00,1.06531,1.0647,1.06676,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-22 13:00:00,sell,L,2023-09-22 13:45:00,2023-09-22 15:45:00,1.06438,1.0632,1.0672,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-22 17:00:00,buy,S,2023-09-22 18:30:00,2023-09-22 19:45:00,1.06617,1.0672,1.0637,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-25 09:00:00,buy,S,2023-09-25 09:00:00,2023-09-25 10:15:00,1.06441,1.06533,1.0622,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-25 13:00:00,buy,S,2023-09-25 13:00:00,2023-09-25 16:00:00,1.0623,1.06435,1.0574,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-26 01:00:00,buy,S,2023-09-26 02:45:00,2023-09-26 04:15:00,1.05918,1.0598,1.0577,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-26 17:00:00,buy,S,2023-09-26 17:45:00,2023-09-26 19:45:00,1.05903,1.0603,1.056,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-26 21:00:00,sell,L,2023-09-26 21:15:00,2023-09-26 22:30:00,1.05653,1.056,1.0578,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-27 05:00:00,buy,S,2023-09-27 05:15:00,2023-09-27 06:30:00,1.05651,1.05701,1.0553,filled,2023-09-27 06:30:00,1.0565200000000001,2023-09-27 06:55:00,1.05701,tp,False,12.100000000001554,7.369052717487202,316.8692668518608,89482.40714845846
2023-09-27 09:00:00,buy,S,2023-09-27 09:30:00,2023-09-27 12:45:00,1.05592,1.05701,1.0533,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-27 17:00:00,buy,S,2023-09-27 17:00:00,2023-09-27 19:30:00,1.05321,1.0551,1.0487,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-28 01:00:00,sell,L,2023-09-28 01:00:00,2023-09-28 02:15:00,1.0505,1.05,1.0517,filled,2023-09-28 02:15:00,1.05049,2023-09-28 02:35:00,1.05,tp,False,12.000000000000899,7.45686726237098,320.6452922818622,89803.05244074031
2023-09-28 05:00:00,buy,S,2023-09-28 05:30:00,2023-09-28 08:00:00,1.0509,1.0517,1.049,filled,2023-09-28 08:00:00,1.05091,2023-09-28 08:15:00,1.0517,tp,False,19.000000000000128,4.7264764442494585,345.0327804302428,90148.08522117055
2023-09-29 01:00:00,sell,L,2023-09-29 01:00:00,2023-09-29 03:30:00,1.05611,1.0552,1.0583,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-29 09:00:00,sell,L,2023-09-29 09:45:00,2023-09-29 11:00:00,1.0574,1.0556,1.06171,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-29 13:00:00,buy,S,2023-09-29 13:15:00,2023-09-29 15:30:00,1.06031,1.06171,1.05695,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-09-29 17:00:00,buy,S,2023-09-29 17:00:00,2023-09-29 19:45:00,1.05837,1.05928,1.0562,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-02 05:00:00,buy,S,2023-10-02 05:30:00,2023-10-02 07:00:00,1.05688,1.0573,1.05587,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-03 13:00:00,buy,S,2023-10-03 14:00:00,2023-10-03 15:15:00,1.04788,1.04913,1.0449,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-04 09:00:00,sell,L,2023-10-04 09:00:00,2023-10-04 12:15:00,1.04698,1.045,1.0517,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-05 05:00:00,buy,S,2023-10-05 05:45:00,2023-10-05 08:30:00,1.05204,1.05285,1.05009,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-05 13:00:00,sell,L,2023-10-05 13:30:00,2023-10-05 15:30:00,1.05091,1.0499,1.05331,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-05 21:00:00,sell,L,2023-10-05 22:00:00,2023-10-05 23:15:00,1.05438,1.054,1.0553,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-06 09:00:00,sell,L,2023-10-06 09:00:00,2023-10-06 11:45:00,1.05471,1.054,1.0564,filled,2023-10-06 12:30:00,1.0547,2023-10-06 12:30:00,1.054,tp,False,16.899999999999693,5.334206226104863,341.38919847067007,90489.47441964122
2023-10-06 13:00:00,sell,L,2023-10-06 15:15:00,2023-10-06 16:45:00,1.05168,1.0482,1.06,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-08 21:00:00,buy,S,2023-10-08 21:00:00,2023-10-08 22:30:00,1.05845,1.05994,1.05488,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-09 13:00:00,sell,L,2023-10-09 13:00:00,2023-10-09 15:15:00,1.05325,1.0522,1.05575,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-10 05:00:00,buy,S,2023-10-10 05:00:00,2023-10-10 07:45:00,1.05725,1.05807,1.0553,filled,2023-10-10 07:55:00,1.05726,2023-10-10 08:10:00,1.05807,tp,False,19.500000000001183,4.640485867673628,348.0364400755116,90837.51085971673
2023-10-11 05:00:00,buy,S,2023-10-11 05:45:00,2023-10-11 07:15:00,1.06065,1.061,1.0598,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-11 13:00:00,sell,L,2023-10-11 13:00:00,2023-10-11 15:00:00,1.06046,1.0592,1.06347,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-11 17:00:00,buy,S,2023-10-11 17:30:00,2023-10-11 19:00:00,1.062,1.06347,1.05848,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-12 05:00:00,sell,L,2023-10-12 05:00:00,2023-10-12 07:45:00,1.06244,1.0618,1.06397,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-12 09:00:00,buy,S,2023-10-12 09:30:00,2023-10-12 11:00:00,1.06321,1.06397,1.0614,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-12 13:00:00,buy,S,2023-10-12 13:00:00,2023-10-12 15:45:00,1.06112,1.06397,1.0543,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-12 17:00:00,buy,S,2023-10-12 17:00:00,2023-10-12 20:00:00,1.05501,1.0561,1.0524,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-12 21:00:00,buy,S,2023-10-12 21:00:00,2023-10-12 22:15:00,1.05495,1.0561,1.0522,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-13 01:00:00,sell,L,2023-10-13 01:00:00,2023-10-13 04:15:00,1.05297,1.0522,1.05482,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-13 09:00:00,buy,S,2023-10-13 09:45:00,2023-10-13 12:15:00,1.05449,1.05586,1.0512,filled,2023-10-13 12:35:00,1.0545,2023-10-13 12:55:00,1.05347,flatten,False,32.90000000000015,2.761018567164629,-300.95102382096843,90536.55983589576
2023-10-13 13:00:00,buy,S,2023-10-13 14:00:00,2023-10-13 16:15:00,1.05316,1.05473,1.0494,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-16 05:00:00,sell,L,2023-10-16 05:30:00,2023-10-16 08:00:00,1.05141,1.0504,1.05382,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-17 01:00:00,buy,S,2023-10-17 01:00:00,2023-10-17 03:15:00,1.05584,1.0564,1.0545,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-17 05:00:00,buy,S,2023-10-17 05:15:00,2023-10-17 08:00:00,1.05477,1.05542,1.0532,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-17 09:00:00,sell,L,2023-10-17 10:00:00,2023-10-17 12:45:00,1.05452,1.0531,1.05792,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-18 21:00:00,buy,S,2023-10-18 21:00:00,2023-10-18 22:15:00,1.05461,1.05537,1.0528,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-19 05:00:00,sell,L,2023-10-19 07:15:00,2023-10-19 08:30:00,1.05333,1.0527,1.05482,filled,2023-10-19 08:35:00,1.05332,2023-10-19 08:55:00,1.0537,flatten,False,14.899999999999913,6.0762791836172,-267.35628407918534,90269.20355181658
2023-10-19 13:00:00,sell,L,2023-10-19 13:30:00,2023-10-19 14:45:00,1.05438,1.0528,1.05816,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-19 21:00:00,buy,S,2023-10-19 21:00:00,2023-10-19 22:15:00,1.06039,1.0616,1.05751,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-20 13:00:00,sell,L,2023-10-20 14:30:00,2023-10-20 15:45:00,1.05754,1.0565,1.06004,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-20 17:00:00,sell,L,2023-10-20 17:15:00,2023-10-20 18:30:00,1.05806,1.0571,1.06037,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-23 17:00:00,sell,L,2023-10-23 17:00:00,2023-10-23 19:45:00,1.06159,1.059,1.06779,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-24 01:00:00,sell,L,2023-10-24 01:00:00,2023-10-24 03:45:00,1.06691,1.06615,1.06871,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-24 05:00:00,sell,L,2023-10-24 07:00:00,2023-10-24 08:30:00,1.06809,1.0675,1.0695,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-24 13:00:00,buy,S,2023-10-24 13:00:00,2023-10-24 16:45:00,1.06243,1.0642,1.0582,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-24 21:00:00,sell,L,2023-10-24 21:00:00,2023-10-24 22:15:00,1.05864,1.0582,1.0597,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-25 01:00:00,sell,L,2023-10-25 02:15:00,2023-10-25 04:30:00,1.0593,1.0588,1.06051,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-25 05:00:00,sell,L,2023-10-25 05:00:00,2023-10-25 06:15:00,1.05939,1.0588,1.0608,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-25 09:00:00,buy,S,2023-10-25 09:15:00,2023-10-25 11:15:00,1.05873,1.0597,1.0564,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-25 21:00:00,buy,S,2023-10-25 21:00:00,2023-10-26 00:30:00,1.05845,1.05956,1.0558,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-26 01:00:00,buy,S,2023-10-26 01:15:00,2023-10-26 04:45:00,1.05605,1.05691,1.054,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-26 05:00:00,buy,S,2023-10-26 06:00:00,2023-10-26 07:45:00,1.05582,1.05691,1.0532,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-26 13:00:00,sell,L,2023-10-26 13:00:00,2023-10-26 14:15:00,1.05445,1.0538,1.05601,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-26 17:00:00,sell,L,2023-10-26 18:30:00,2023-10-26 19:45:00,1.05321,1.05185,1.05646,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-27 01:00:00,sell,L,2023-10-27 02:30:00,2023-10-27 03:45:00,1.05557,1.0551,1.0567,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-27 05:00:00,sell,L,2023-10-27 05:00:00,2023-10-27 08:30:00,1.05602,1.0559,1.0563,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-27 13:00:00,sell,L,2023-10-27 13:00:00,2023-10-27 15:15:00,1.0552,1.0534,1.0595,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-29 22:00:00,buy,S,2023-10-29 22:00:00,2023-10-30 01:30:00,1.05677,1.05735,1.0554,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-30 10:00:00,sell,L,2023-10-30 10:00:00,2023-10-30 11:15:00,1.05641,1.0554,1.05882,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-30 14:00:00,sell,L,2023-10-30 14:00:00,2023-10-30 16:30:00,1.05876,1.0572,1.0625,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-10-31 14:00:00,buy,S,2023-10-31 14:00:00,2023-10-31 17:45:00,1.06393,1.06742,1.0556,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-01 02:00:00,buy,S,2023-11-01 02:00:00,2023-11-01 03:15:00,1.05759,1.05805,1.0565,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-01 06:00:00,sell,L,2023-11-01 06:30:00,2023-11-01 08:15:00,1.05687,1.0565,1.05776,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-01 10:00:00,buy,S,2023-11-01 11:15:00,2023-11-01 12:30:00,1.05662,1.05776,1.0539,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-01 14:00:00,sell,L,2023-11-01 14:00:00,2023-11-01 16:00:00,1.05484,1.0539,1.05709,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-01 18:00:00,buy,S,2023-11-01 18:15:00,2023-11-01 19:45:00,1.05549,1.05709,1.05166,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-02 06:00:00,sell,L,2023-11-02 06:45:00,2023-11-02 08:45:00,1.0598,1.0593,1.06101,filled,2023-11-02 08:55:00,1.05979,2023-11-02 09:15:00,1.06104,sl,False,12.099999999999334,7.460264756348888,-977.2946830816844,89291.9088687349
2023-11-03 02:00:00,sell,L,2023-11-03 02:00:00,2023-11-03 05:30:00,1.06174,1.06126,1.0629,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-03 06:00:00,sell,L,2023-11-03 06:15:00,2023-11-03 07:45:00,1.06189,1.06126,1.0634,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-03 14:00:00,sell,L,2023-11-03 14:00:00,2023-11-03 15:15:00,1.06531,1.0619,1.07345,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-06 14:00:00,buy,S,2023-11-06 15:00:00,2023-11-06 16:30:00,1.07461,1.0755,1.0725,filled,2023-11-06 16:30:00,1.0746200000000001,2023-11-06 17:55:00,1.0734899999999998,flatten,False,21.100000000000563,4.231844022214811,-503.58943864368837,88788.31943009121
2023-11-06 22:00:00,buy,S,2023-11-06 22:00:00,2023-11-06 23:15:00,1.07388,1.07493,1.07138,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-07 10:00:00,buy,S,2023-11-07 10:00:00,2023-11-07 12:45:00,1.06946,1.0707,1.0665,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-07 14:00:00,buy,S,2023-11-07 14:30:00,2023-11-07 15:45:00,1.06799,1.0687,1.0663,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-08 10:00:00,buy,S,2023-11-08 10:30:00,2023-11-08 11:45:00,1.06876,1.07,1.0658,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-09 14:00:00,sell,L,2023-11-09 14:00:00,2023-11-09 16:00:00,1.07092,1.07024,1.07253,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-09 18:00:00,buy,S,2023-11-09 18:00:00,2023-11-09 19:15:00,1.07093,1.07253,1.0671,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-10 06:00:00,buy,S,2023-11-10 06:45:00,2023-11-10 08:45:00,1.06698,1.0676,1.0655,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-10 10:00:00,sell,L,2023-11-10 10:45:00,2023-11-10 12:15:00,1.06712,1.06638,1.0689,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-10 14:00:00,buy,S,2023-11-10 15:00:00,2023-11-10 16:15:00,1.06837,1.06928,1.0662,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-13 06:00:00,sell,L,2023-11-13 06:45:00,2023-11-13 08:30:00,1.06844,1.0679,1.06974,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-14 10:00:00,sell,L,2023-11-14 10:00:00,2023-11-14 11:30:00,1.07028,1.0691,1.0731,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-14 18:00:00,sell,L,2023-11-14 18:00:00,2023-11-14 21:45:00,1.07652,1.0714,1.08874,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-15 02:00:00,sell,L,2023-11-15 04:00:00,2023-11-15 05:15:00,1.08702,1.0864,1.0885,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-15 14:00:00,buy,S,2023-11-15 14:45:00,2023-11-15 16:00:00,1.08693,1.08858,1.083,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-15 22:00:00,sell,L,2023-11-15 22:30:00,2023-11-15 23:45:00,1.08437,1.0839,1.0855,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-16 14:00:00,sell,L,2023-11-16 14:00:00,2023-11-16 16:45:00,1.0855,1.0838,1.08955,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-16 22:00:00,buy,S,2023-11-16 22:00:00,2023-11-16 23:15:00,1.08496,1.08657,1.0811,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-17 06:00:00,buy,S,2023-11-17 07:00:00,2023-11-17 09:15:00,1.0847,1.0857,1.0823,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-17 10:00:00,sell,L,2023-11-17 10:00:00,2023-11-17 12:15:00,1.08383,1.0823,1.0875,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-17 14:00:00,sell,L,2023-11-17 14:00:00,2023-11-17 15:15:00,1.08644,1.0856,1.08845,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-17 18:00:00,sell,L,2023-11-17 18:15:00,2023-11-17 20:00:00,1.08717,1.0858,1.09045,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-20 02:00:00,sell,L,2023-11-20 02:15:00,2023-11-20 05:30:00,1.09077,1.0896,1.09357,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-20 14:00:00,buy,S,2023-11-20 14:15:00,2023-11-20 15:30:00,1.09278,1.09323,1.0917,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-20 18:00:00,sell,L,2023-11-20 18:00:00,2023-11-20 19:15:00,1.09273,1.0917,1.0952,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-20 22:00:00,buy,S,2023-11-20 22:00:00,2023-11-20 23:15:00,1.094,1.09475,1.09222,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-21 02:00:00,sell,L,2023-11-21 02:15:00,2023-11-21 05:15:00,1.09351,1.09222,1.0966,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-21 10:00:00,buy,S,2023-11-21 10:00:00,2023-11-21 11:15:00,1.09572,1.0964,1.0941,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-21 18:00:00,buy,S,2023-11-21 18:00:00,2023-11-21 20:15:00,1.09429,1.09613,1.0899,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-22 06:00:00,buy,S,2023-11-22 06:00:00,2023-11-22 07:45:00,1.09125,1.09203,1.0894,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-22 14:00:00,buy,S,2023-11-22 14:00:00,2023-11-22 16:30:00,1.08941,1.09122,1.0851,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-23 14:00:00,buy,S,2023-11-23 14:00:00,2023-11-23 15:30:00,1.09129,1.09241,1.0886,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-24 10:00:00,sell,L,2023-11-24 12:15:00,2023-11-24 13:30:00,1.09091,1.0901,1.09283,filled,2023-11-24 13:30:00,1.0909,2023-11-24 13:55:00,1.09212,flatten,False,19.199999999999218,4.624391636984106,-591.9221295339651,88196.39730055725
2023-11-24 14:00:00,sell,L,2023-11-24 14:15:00,2023-11-24 16:15:00,1.09143,1.0901,1.0946,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-27 06:00:00,sell,L,2023-11-27 06:00:00,2023-11-27 08:15:00,1.09351,1.0925,1.09592,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-28 06:00:00,buy,S,2023-11-28 06:00:00,2023-11-28 09:00:00,1.09542,1.0963,1.0933,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-28 14:00:00,sell,L,2023-11-28 14:00:00,2023-11-28 16:45:00,1.09617,1.0945,1.10017,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-29 06:00:00,buy,S,2023-11-29 07:00:00,2023-11-29 09:15:00,1.09961,1.10044,1.09761,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-29 14:00:00,buy,S,2023-11-29 14:00:00,2023-11-29 16:30:00,1.09799,1.09887,1.0959,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-29 22:00:00,buy,S,2023-11-29 22:00:00,2023-11-29 23:45:00,1.09862,1.0995,1.09652,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-30 10:00:00,buy,S,2023-11-30 10:00:00,2023-11-30 12:30:00,1.09613,1.0984,1.0907,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-30 14:00:00,buy,S,2023-11-30 14:30:00,2023-11-30 16:00:00,1.09332,1.09504,1.0892,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-30 18:00:00,buy,S,2023-11-30 18:45:00,2023-11-30 20:00:00,1.09302,1.09504,1.0882,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-11-30 22:00:00,buy,S,2023-11-30 22:00:00,2023-11-30 23:15:00,1.08898,1.0895,1.08775,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-12-01 02:00:00,sell,L,2023-12-01 02:30:00,2023-12-01 03:45:00,1.08883,1.08775,1.0914,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-12-01 06:00:00,buy,S,2023-12-01 07:45:00,2023-12-01 09:45:00,1.09042,1.09122,1.0885,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-12-01 14:00:00,buy,S,2023-12-01 14:00:00,2023-12-01 17:15:00,1.08797,1.09011,1.08286,filled,2023-12-01 17:15:00,1.0879800000000002,2023-12-01 17:55:00,1.0881699999999999,flatten,False,51.1000000000017,1.7259568943357009,22.437439626310677,88218.83474018356
2023-12-03 22:00:00,sell,L,2023-12-03 23:15:00,2023-12-04 00:30:00,1.0848,1.08285,1.08946,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-12-04 06:00:00,buy,S,2023-12-04 06:45:00,2023-12-04 09:00:00,1.08809,1.08946,1.0848,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-12-04 14:00:00,buy,S,2023-12-04 14:00:00,2023-12-04 16:45:00,1.0858,1.0881,1.0803,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-12-04 22:00:00,sell,L,2023-12-04 22:30:00,2023-12-04 23:45:00,1.08227,1.0813,1.0846,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-12-05 18:00:00,buy,S,2023-12-05 18:30:00,2023-12-05 19:45:00,1.07918,1.0798,1.0777,filled,2023-12-05 20:20:00,1.07919,2023-12-05 21:35:00,1.0798,tp,False,14.799999999999258,5.960732077039729,327.8402642371848,88546.67500442074
2023-12-06 14:00:00,sell,L,2023-12-06 14:00:00,2023-12-06 15:30:00,1.07824,1.0773,1.0805,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-12-06 18:00:00,buy,S,2023-12-06 18:00:00,2023-12-06 21:45:00,1.07908,1.0805,1.0757,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-12-07 22:00:00,buy,S,2023-12-07 22:00:00,2023-12-07 23:15:00,1.08087,1.08176,1.07874,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-12-08 06:00:00,buy,S,2023-12-08 06:45:00,2023-12-08 08:45:00,1.07842,1.07893,1.0772,invalid,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-12-11 06:00:00,sell,L,2023-12-11 06:00:00,2023-12-11 07:30:00,1.07625,1.0759,1.0771,filled,2023-12-11 07:30:00,1.07619,2023-12-11 07:35:00,1.0759,tp,False,8.500000000000174,10.417255882872816,239.59688530597208,88786.27188972672
2023-12-12 06:00:00,sell,L,2023-12-12 06:30:00,2023-12-12 08:15:00,1.07683,1.0762,1.07833,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-12-12 10:00:00,sell,L,2023-12-12 10:00:00,2023-12-12 11:45:00,1.07824,1.0772,1.08074,filled,2023-12-12 13:45:00,1.07823,2023-12-12 13:55:00,1.07822,flatten,False,24.999999999999467,3.5514508755891447,-17.757254377922457,88768.5146353488
2023-12-12 14:00:00,buy,S,2023-12-12 14:30:00,2023-12-12 15:45:00,1.08099,1.08282,1.0766,expired,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
2023-12-12 22:00:00,sell,L,2023-12-12 23:30:00,2023-12-13 01:00:00,1.07926,1.07887,1.0802,filled,2023-12-13 01:00:00,1.07925,2023-12-13 01:55:00,1.07923,flatten,False,9.399999999999409,9.443459003761104,-37.77383601492068,88730.74079933387
2023-12-13 10:00:00,buy,S,2023-12-13 10:15:00,2023-12-13 12:00:00,1.07864,1.07928,1.0771,near_miss,,0.0,,0.0,,False,0.0,0.0,0.0,0.0
